2PL-POT noise 0
N of persons;500
N of items;20
N of responses;10000
Proportion of correct responses;0,4791
PSIS-LOO (1PL model);-3937,14538746693
PSIS-LOO SE (1PL model);55,3807042174723
PSIS-LOO (2PL model);-3923,24801906194
PSIS-LOO SE (2PL model);55,5487382213848
PSIS-LOO (3PL model);-3923,85994219194
PSIS-LOO SE (3PL model);55,4214824377748
Mean of ability discrepancies (1PL model);0,394755351376969
SD of ability discrepancies (1PL model);0,313472612157505
Median of ability discrepancies (1PL model);0,326764096869777
MAD of ability discrepancies (1PL model);0,28266403090698
Number of abilities outside 95 % posterior interval (1PL model);24
Mean of ability discrepancies (2PL model);0,382504290991357
SD of ability discrepancies (2PL model);0,31097141228603
Median of ability discrepancies (2PL model);0,303909735241323
MAD of ability discrepancies (2PL model);0,280343784424672
Number of abilities outside 95 % posterior interval (2PL model);22
Mean of ability discrepancies (3PL model);0,384347969617809
SD of ability discrepancies (3PL model);0,310065374581883
Median of ability discrepancies (3PL model);0,319541753074866
MAD of ability discrepancies (3PL model);0,283148055424957
Number of abilities outside 95 % posterior interval (3PL model);22
Mean of difficulty discrepancies (1PL model);4,77232511348329
SD of difficulty discrepancies (1PL model);1,38239446540922
Median of difficulty discrepancies (1PL model);4,45628244748692
MAD of difficulty discrepancies (1PL model);1,35978018469411
Number of difficulties outside 95 % posterior interval (1PL model);20
Mean of difficulty discrepancies (2PL model);4,8212429832218
SD of difficulty discrepancies (2PL model);1,35201929231478
Median of difficulty discrepancies (2PL model);4,45944144115072
MAD of difficulty discrepancies (2PL model);1,05816882614388
Number of difficulties outside 95 % posterior interval (2PL model);20
Mean of difficulty discrepancies (3PL model);4,82846533383518
SD of difficulty discrepancies (3PL model);1,37422462287438
Median of difficulty discrepancies (3PL model);4,44898815875485
MAD of difficulty discrepancies (3PL model);1,09558544800468
Number of difficulties outside 95 % posterior interval (3PL model);20
Mean of discrimination discrepancies (1PL model);1,14887969869787
SD of discrimination discrepancies (1PL model);0,288407704366176
Median of discrimination discrepancies (1PL model);1,12051559661639
MAD of discrimination discrepancies (1PL model);0,186594718083948
Number of discriminations outside 95 % posterior interval (1PL model);20
Mean of discrimination discrepancies (2PL model);1,22835201741025
SD of discrimination discrepancies (2PL model);0,255769821573371
Median of discrimination discrepancies (2PL model);1,20756022557769
MAD of discrimination discrepancies (2PL model);0,297416170647849
Number of discriminations outside 95 % posterior interval (2PL model);20
Mean of discrimination discrepancies (3PL model);1,22658184496226
SD of discrimination discrepancies (3PL model);0,247313290497733
Median of discrimination discrepancies (3PL model);1,19897023022882
MAD of discrimination discrepancies (3PL model);0,295928044078895
Number of discriminations outside 95 % posterior interval (3PL model);20
Mean of guessing discrepancies (1PL model);0
SD of guessing discrepancies (1PL model);0
Median of guessing discrepancies (1PL model);0
MAD of guessing discrepancies (1PL model);0
Number of guessings outside 95 % posterior interval (1PL model);0
Mean of guessing discrepancies (2PL model);0
SD of guessing discrepancies (2PL model);0
Median of guessing discrepancies (2PL model);0
MAD of guessing discrepancies (2PL model);0
Number of guessings outside 95 % posterior interval (2PL model);0
Mean of guessing discrepancies (3PL model);0,00462629662383001
SD of guessing discrepancies (3PL model);0,00100418890401777
Median of guessing discrepancies (3PL model);0,00494336200615777
MAD of guessing discrepancies (3PL model);0,000545027593559642
Number of guessings outside 95 % posterior interval (3PL model);20
Mean of response probability discrepancies (1PL model);0,110841814681952
SD of response probability discrepancies (1PL model);0,120199434933167
Median of response probability discrepancies (1PL model);0,0664466739109963
