2PL-POT noise 2
N of persons;500
N of items;20
N of responses;10000
Proportion of correct responses;0,453
PSIS-LOO (1PL model);-5022,80172455732
PSIS-LOO SE (1PL model);51,6853040783569
PSIS-LOO (2PL model);-5009,81107387547
PSIS-LOO SE (2PL model);50,2476047486205
PSIS-LOO (3PL model);-5008,57715712353
PSIS-LOO SE (3PL model);50,013850454948
Mean of ability discrepancies (1PL model);0,45240473181565
SD of ability discrepancies (1PL model);0,341385181533534
Median of ability discrepancies (1PL model);0,372284400612086
MAD of ability discrepancies (1PL model);0,336417939994153
Number of abilities outside 95 % posterior interval (1PL model);43
Mean of ability discrepancies (2PL model);0,458306406964685
SD of ability discrepancies (2PL model);0,344123819618434
Median of ability discrepancies (2PL model);0,395224530936267
MAD of ability discrepancies (2PL model);0,338135617893301
Number of abilities outside 95 % posterior interval (2PL model);27
Mean of ability discrepancies (3PL model);0,458497805575849
SD of ability discrepancies (3PL model);0,345465996759157
Median of ability discrepancies (3PL model);0,391599472463413
MAD of ability discrepancies (3PL model);0,322072501614111
Number of abilities outside 95 % posterior interval (3PL model);26
Mean of difficulty discrepancies (1PL model);4,9277184746537
SD of difficulty discrepancies (1PL model);1,40547181889309
Median of difficulty discrepancies (1PL model);4,83879874992423
MAD of difficulty discrepancies (1PL model);1,17690142319931
Number of difficulties outside 95 % posterior interval (1PL model);20
Mean of difficulty discrepancies (2PL model);4,95228210701396
SD of difficulty discrepancies (2PL model);1,4915871926474
Median of difficulty discrepancies (2PL model);4,87454450448355
MAD of difficulty discrepancies (2PL model);1,01520280829193
Number of difficulties outside 95 % posterior interval (2PL model);20
Mean of difficulty discrepancies (3PL model);5,16749554717918
SD of difficulty discrepancies (3PL model);1,59932310061641
Median of difficulty discrepancies (3PL model);5,09219419136082
MAD of difficulty discrepancies (3PL model);1,19960467212689
Number of difficulties outside 95 % posterior interval (3PL model);20
Mean of discrimination discrepancies (1PL model);1,24996053047489
SD of discrimination discrepancies (1PL model);0,28189206723773
Median of discrimination discrepancies (1PL model);1,20909572062812
MAD of discrimination discrepancies (1PL model);0,249244514609642
Number of discriminations outside 95 % posterior interval (1PL model);20
Mean of discrimination discrepancies (2PL model);1,11974388696891
SD of discrimination discrepancies (2PL model);0,216567129739131
Median of discrimination discrepancies (2PL model);1,12661634053396
MAD of discrimination discrepancies (2PL model);0,171758603352807
Number of discriminations outside 95 % posterior interval (2PL model);20
Mean of discrimination discrepancies (3PL model);1,20280419962982
SD of discrimination discrepancies (3PL model);0,255490539169606
Median of discrimination discrepancies (3PL model);1,19412212254506
MAD of discrimination discrepancies (3PL model);0,163609480131436
Number of discriminations outside 95 % posterior interval (3PL model);20
Mean of guessing discrepancies (1PL model);0
SD of guessing discrepancies (1PL model);0
Median of guessing discrepancies (1PL model);0
MAD of guessing discrepancies (1PL model);0
Number of guessings outside 95 % posterior interval (1PL model);0
Mean of guessing discrepancies (2PL model);0
SD of guessing discrepancies (2PL model);0
Median of guessing discrepancies (2PL model);0
MAD of guessing discrepancies (2PL model);0
Number of guessings outside 95 % posterior interval (2PL model);0
Mean of guessing discrepancies (3PL model);0,0493613679957774
SD of guessing discrepancies (3PL model);0,026020286094865
Median of guessing discrepancies (3PL model);0,0535410796529481
MAD of guessing discrepancies (3PL model);0,0268257997529014
Number of guessings outside 95 % posterior interval (3PL model);20
Mean of response probability discrepancies (1PL model);0,188034334193691
SD of response probability discrepancies (1PL model);0,159015409479509
Median of response probability discrepancies (1PL model);0,146378754649074
MAD of response probability discrepancies (1PL model);0,1534392146437
